,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1875,9,2003.0,4,0.78,0.29,0.0,0.02,1.09
1876,6,2007.0,10,0.29,0.52,0.08,0.2,1.09
1877,22,2000.0,1,1.02,0.05,0.0,0.02,1.09
1878,13,1998.0,8,0.0,0.0,1.07,0.02,1.09
1879,17,2005.0,6,0.75,0.18,0.0,0.16,1.09
1880,4,2006.0,9,0.96,0.04,0.0,0.08,1.09
1881,14,2003.0,1,1.02,0.02,0.0,0.05,1.09
1882,15,2009.0,12,0.01,0.97,0.0,0.11,1.09
1883,7,2006.0,9,0.89,0.03,0.01,0.15,1.09
1884,1,2009.0,1,0.61,0.37,0.0,0.11,1.09
1885,7,2002.0,7,0.53,0.42,0.0,0.14,1.09
1886,13,1997.0,8,0.0,0.0,1.02,0.07,1.09
1887,6,2010.0,9,0.64,0.28,0.04,0.13,1.09
1888,4,2010.0,3,0.44,0.54,0.0,0.11,1.09
1889,6,2012.0,9,0.35,0.52,0.0,0.22,1.09
1890,1,2007.0,11,0.44,0.47,0.09,0.09,1.09
1891,13,1998.0,1,0.6,0.41,0.0,0.07,1.09
1892,5,2010.0,3,0.74,0.26,0.0,0.09,1.09
1893,7,2003.0,3,0.53,0.41,0.0,0.14,1.08
1894,6,2008.0,9,0.47,0.41,0.03,0.18,1.08
1895,7,2002.0,2,0.53,0.41,0.0,0.14,1.08
1896,15,2015.0,9,0.36,0.64,0.0,0.08,1.08
1897,1,2009.0,1,0.87,0.12,0.0,0.09,1.08
1898,7,2002.0,1,0.53,0.41,0.0,0.14,1.08
1899,4,2009.0,11,0.55,0.43,0.0,0.11,1.08
1900,1,2009.0,9,0.48,0.32,0.2,0.09,1.08
1901,5,2012.0,9,1.02,0.0,0.0,0.06,1.08
1902,17,2009.0,9,0.28,0.5,0.03,0.28,1.08
1903,1,2010.0,1,0.26,0.69,0.0,0.12,1.08
1904,6,2007.0,7,0.28,0.59,0.0,0.22,1.08
1905,16,1982.0,2,1.01,0.06,0.0,0.01,1.08
1906,5,2008.0,9,0.53,0.43,0.01,0.11,1.08
1907,7,2004.0,7,0.64,0.34,0.0,0.1,1.08
1908,6,2011.0,3,0.27,0.59,0.01,0.21,1.08
1909,20,2013.0,2,0.47,0.4,0.13,0.08,1.08
1910,4,2008.0,8,0.67,0.3,0.0,0.11,1.08
1911,13,1998.0,1,0.6,0.41,0.0,0.07,1.08
1912,9,2003.0,10,0.77,0.29,0.0,0.02,1.08
1913,9,2002.0,2,0.77,0.29,0.0,0.02,1.08
1914,19,2005.0,7,0.68,0.18,0.19,0.03,1.08
1915,6,2008.0,10,0.49,0.35,0.09,0.16,1.08
1916,5,2011.0,10,0.79,0.18,0.03,0.07,1.08
1917,5,2013.0,1,1.01,0.0,0.0,0.06,1.07
1918,13,1999.0,6,0.0,0.0,1.0,0.07,1.07
1919,7,2006.0,7,0.89,0.03,0.0,0.15,1.07
1920,4,2008.0,8,0.65,0.32,0.0,0.1,1.07
1921,5,2010.0,9,0.57,0.39,0.02,0.09,1.07
1922,5,2008.0,9,0.53,0.4,0.03,0.11,1.07
1923,24,1994.0,10,0.17,0.12,0.77,0.02,1.07
1924,15,1999.0,1,0.0,0.98,0.0,0.09,1.07
1925,7,2009.0,10,0.53,0.01,0.0,0.54,1.07
1926,5,2007.0,1,0.08,0.9,0.04,0.05,1.07
1927,4,2005.0,2,0.72,0.06,0.21,0.07,1.07
1928,13,1997.0,1,0.59,0.4,0.0,0.07,1.07
1929,7,2005.0,10,0.74,0.15,0.13,0.05,1.07
1930,6,2013.0,2,0.43,0.44,0.0,0.2,1.07
1931,6,2012.0,3,0.12,0.64,0.05,0.25,1.07
1932,17,2005.0,1,0.1,0.63,0.0,0.34,1.07
1933,1,2011.0,9,0.67,0.3,0.0,0.1,1.07
1934,13,1995.0,3,0.17,0.12,0.71,0.07,1.07
1935,5,2011.0,9,0.54,0.42,0.0,0.1,1.07
1936,13,1999.0,3,0.59,0.4,0.0,0.07,1.07
1937,13,1998.0,1,0.59,0.4,0.0,0.07,1.06
1938,7,2006.0,10,0.88,0.04,0.0,0.14,1.06
1939,5,2010.0,7,0.55,0.4,0.0,0.11,1.06
1940,7,2002.0,3,0.52,0.41,0.0,0.14,1.06
1941,4,2008.0,6,0.23,0.74,0.0,0.1,1.06
1942,5,2010.0,9,0.67,0.29,0.01,0.1,1.06
1943,6,2007.0,3,0.16,0.67,0.0,0.23,1.06
1944,4,2007.0,7,0.96,0.02,0.01,0.08,1.06
1945,13,1998.0,6,0.0,0.0,0.99,0.07,1.06
1946,1,2008.0,1,0.28,0.65,0.0,0.13,1.06
1947,7,2005.0,1,0.52,0.41,0.0,0.14,1.06
1948,6,2012.0,9,0.31,0.5,0.05,0.19,1.06
1949,5,2008.0,7,0.65,0.3,0.01,0.1,1.06
1950,13,1999.0,12,0.18,0.81,0.0,0.08,1.06
1951,7,2003.0,9,0.52,0.41,0.0,0.14,1.06
1952,6,2008.0,9,0.44,0.44,0.0,0.18,1.06
1953,12,1998.0,1,1.02,0.04,0.0,0.01,1.06
1954,12,1997.0,1,1.01,0.05,0.0,0.01,1.06
1955,5,2009.0,6,0.56,0.4,0.0,0.11,1.06
1956,4,2007.0,2,0.97,0.01,0.0,0.08,1.06
1957,15,2001.0,4,1.03,0.02,0.0,0.0,1.06
1958,11,2016.0,10,0.39,0.41,0.1,0.16,1.06
1959,9,2004.0,9,0.76,0.28,0.0,0.02,1.06
1960,6,2007.0,1,0.23,0.59,0.03,0.22,1.06
1961,7,2002.0,3,0.52,0.4,0.0,0.14,1.06
1962,6,2007.0,8,0.49,0.39,0.0,0.17,1.06
1963,4,2007.0,11,0.32,0.06,0.64,0.04,1.06
1964,5,2014.0,9,0.58,0.38,0.0,0.09,1.05
1965,16,1981.0,7,0.99,0.05,0.0,0.01,1.05
1966,17,2006.0,7,0.81,0.11,0.0,0.13,1.05
1967,1,2014.0,9,0.42,0.54,0.0,0.08,1.05
1968,6,2010.0,7,0.41,0.47,0.0,0.18,1.05
1969,16,1980.0,6,0.99,0.05,0.0,0.01,1.05
1970,1,2010.0,6,0.27,0.66,0.0,0.12,1.05
1971,2,1986.0,2,0.0,0.0,1.05,0.0,1.05
1972,13,1996.0,4,0.0,0.0,0.92,0.13,1.05
1973,2,1985.0,10,0.0,0.0,1.05,0.0,1.05
1974,8,1996.0,1,0.0,0.0,1.04,0.01,1.05
1975,6,2012.0,9,0.55,0.34,0.03,0.13,1.05
1976,7,2002.0,1,0.51,0.4,0.0,0.13,1.05
1977,11,2015.0,10,0.3,0.48,0.12,0.15,1.05
1978,14,2001.0,3,0.78,0.26,0.0,0.01,1.05
1979,13,2000.0,1,0.91,0.11,0.0,0.03,1.05
1980,4,2007.0,8,0.45,0.49,0.0,0.11,1.05
1981,5,2009.0,10,0.56,0.38,0.01,0.11,1.05
1982,14,2005.0,3,0.52,0.51,0.0,0.02,1.05
1983,5,2006.0,2,0.44,0.49,0.0,0.11,1.05
1984,1,2009.0,11,0.62,0.32,0.0,0.1,1.05
1985,13,1998.0,8,0.19,0.13,0.66,0.07,1.05
1986,4,2012.0,4,0.58,0.06,0.37,0.04,1.05
1987,5,2007.0,9,0.54,0.4,0.0,0.11,1.05
1988,1,2008.0,9,0.46,0.47,0.0,0.11,1.04
1989,7,2003.0,1,0.51,0.4,0.0,0.13,1.04
1990,13,2006.4064433147546,9,0.58,0.4,0.0,0.07,1.04
1991,1,2007.0,10,0.33,0.37,0.26,0.09,1.04
1992,4,2010.0,9,0.58,0.37,0.0,0.09,1.04
1993,13,1997.0,4,0.09,0.06,0.83,0.07,1.04
1994,13,2000.0,3,0.58,0.39,0.0,0.07,1.04
1995,4,2009.0,11,0.57,0.35,0.02,0.1,1.04
1996,13,1996.0,9,0.45,0.3,0.22,0.07,1.04
1997,19,2003.0,10,0.44,0.12,0.45,0.03,1.04
1998,7,2006.0,8,0.87,0.03,0.0,0.14,1.04
1999,5,2011.0,7,0.59,0.35,0.01,0.09,1.04
2000,9,2001.0,3,0.39,0.16,0.37,0.12,1.04
2001,12,1997.0,5,0.5,0.2,0.31,0.03,1.04
2002,13,1998.0,3,0.91,0.1,0.0,0.03,1.04
2003,5,2009.0,9,0.62,0.33,0.0,0.09,1.04
2004,11,2015.0,3,0.17,0.69,0.02,0.15,1.04
2005,14,2005.0,3,0.53,0.46,0.0,0.05,1.04
2006,4,2011.0,2,0.52,0.06,0.41,0.05,1.04
2007,18,2013.0,9,0.61,0.34,0.0,0.09,1.04
2008,4,2010.0,8,0.68,0.27,0.0,0.09,1.04
2009,6,2007.0,7,0.34,0.48,0.02,0.19,1.04
2010,17,2009.0,3,0.16,0.58,0.0,0.3,1.04
2011,17,2005.0,3,0.47,0.34,0.0,0.22,1.04
2012,11,2014.0,1,0.46,0.4,0.01,0.17,1.04
2013,7,2005.0,3,0.86,0.03,0.0,0.14,1.03
2014,6,2008.0,2,0.56,0.33,0.01,0.14,1.03
2015,1,2007.0,1,0.94,0.02,0.0,0.08,1.03
2016,6,2011.0,2,0.33,0.51,0.01,0.18,1.03
2017,1,2012.0,9,0.72,0.23,0.0,0.08,1.03
2018,7,2003.0,1,0.5,0.39,0.0,0.13,1.03
2019,3,2006.4064433147546,2,0.68,0.31,0.0,0.04,1.03
2020,2,1985.0,5,0.18,0.0,0.85,0.0,1.03
2021,1,2007.0,9,0.45,0.47,0.0,0.11,1.03
2022,15,1996.0,9,0.96,0.07,0.0,0.0,1.03
2023,1,2008.0,6,0.94,0.01,0.0,0.08,1.03
2024,13,1998.0,10,0.38,0.12,0.51,0.02,1.03
2025,5,2011.0,7,0.61,0.32,0.01,0.08,1.02
2026,1,2007.0,1,0.32,0.59,0.01,0.11,1.02
2027,1,2007.0,10,0.45,0.46,0.0,0.11,1.02
2028,5,2007.0,7,0.87,0.05,0.02,0.08,1.02
2029,20,2012.0,9,0.53,0.36,0.05,0.08,1.02
2030,19,2004.0,2,0.73,0.26,0.01,0.03,1.02
2031,4,2007.0,8,0.51,0.4,0.0,0.11,1.02
2032,6,2010.0,4,0.28,0.21,0.45,0.08,1.02
2033,8,1993.0,9,0.39,0.12,0.49,0.02,1.02
2034,1,2008.0,2,0.51,0.4,0.0,0.11,1.02
2035,13,1997.0,9,0.57,0.39,0.0,0.07,1.02
2036,5,2007.0,8,0.69,0.04,0.22,0.06,1.02
2037,14,2006.0,1,0.97,0.03,0.0,0.03,1.02
2038,6,2014.0,9,0.44,0.4,0.0,0.17,1.02
2039,7,2004.0,9,0.5,0.39,0.0,0.13,1.02
2040,13,1998.0,5,0.56,0.38,0.0,0.07,1.01
2041,20,2014.0,9,0.34,0.28,0.1,0.3,1.01
2042,5,2008.0,9,0.54,0.35,0.02,0.1,1.01
2043,17,2010.0,9,0.41,0.36,0.03,0.21,1.01
2044,10,2011.0,2,0.44,0.46,0.01,0.09,1.01
2045,5,2008.0,9,0.65,0.22,0.05,0.1,1.01
2046,8,1995.0,1,0.87,0.12,0.0,0.02,1.01
2047,15,2003.0,1,0.0,0.93,0.0,0.08,1.01
2048,1,2010.0,6,0.48,0.44,0.0,0.09,1.01
2049,4,2006.0,6,0.0,0.0,1.01,0.0,1.01
2050,13,1997.0,8,0.12,0.08,0.74,0.07,1.01
2051,6,2014.0,9,0.33,0.48,0.02,0.18,1.01
2052,6,2009.0,3,0.27,0.53,0.0,0.2,1.01
2053,11,2014.0,2,0.21,0.61,0.0,0.18,1.01
2054,1,2009.0,7,0.93,0.0,0.0,0.07,1.0
2055,7,2003.0,3,0.49,0.38,0.0,0.13,1.0
2056,13,1997.0,4,0.29,0.19,0.46,0.07,1.0
2057,5,2008.0,1,0.13,0.76,0.03,0.09,1.0
2058,7,2000.0,10,0.3,0.24,0.38,0.08,1.0
2059,2,1985.0,7,0.65,0.14,0.21,0.0,1.0
2060,12,2000.0,3,0.65,0.15,0.19,0.01,1.0
2061,2,1991.0,1,0.41,0.1,0.47,0.02,1.0
2062,3,1997.0,6,0.63,0.25,0.09,0.03,1.0
2063,7,2004.0,6,0.0,0.0,1.0,0.0,1.0
2064,14,2003.0,10,0.78,0.18,0.03,0.0,1.0
2065,6,2008.0,7,0.49,0.33,0.02,0.15,1.0
2066,5,2012.0,9,0.72,0.21,0.0,0.07,1.0
2067,5,2006.0,1,0.08,0.9,0.02,0.0,1.0
2068,13,1995.0,3,0.56,0.38,0.0,0.07,1.0
2069,13,2000.0,1,0.56,0.38,0.0,0.07,1.0
2070,23,2013.0,7,0.25,0.49,0.04,0.22,1.0
2071,13,1996.0,1,0.55,0.38,0.0,0.07,1.0
2072,7,2002.0,9,0.13,0.1,0.74,0.03,1.0
2073,4,2005.0,12,0.86,0.04,0.01,0.08,1.0
2074,6,2013.0,6,0.51,0.27,0.05,0.15,1.0
2075,6,2013.0,9,0.44,0.38,0.0,0.17,1.0
2076,1,2010.0,6,0.89,0.04,0.0,0.06,1.0
2077,6,2013.0,9,0.48,0.35,0.0,0.16,1.0
2078,5,2011.0,4,0.64,0.28,0.0,0.08,1.0
2079,4,2008.0,5,0.17,0.78,0.0,0.04,1.0
2080,13,2000.0,6,0.55,0.38,0.0,0.07,1.0
2081,5,2013.0,9,0.64,0.28,0.0,0.08,0.99
2082,4,2005.0,11,0.49,0.07,0.39,0.05,0.99
2083,14,2000.0,1,0.74,0.21,0.0,0.04,0.99
2084,19,2003.0,3,0.77,0.2,0.0,0.03,0.99
2085,4,2008.0,8,0.59,0.31,0.0,0.1,0.99
2086,5,2006.4064433147546,9,0.51,0.39,0.0,0.09,0.99
2087,5,2013.0,9,0.57,0.34,0.01,0.08,0.99
2088,17,2006.0,8,0.37,0.31,0.12,0.19,0.99
2089,5,2011.0,1,0.94,0.0,0.0,0.06,0.99
2090,6,2011.0,9,0.36,0.46,0.0,0.17,0.99
2091,1,2009.0,6,0.6,0.3,0.0,0.09,0.99
2092,1,2009.0,3,0.61,0.3,0.0,0.09,0.99
2093,13,1998.0,2,0.55,0.38,0.0,0.06,0.99
2094,6,2009.0,8,0.35,0.52,0.04,0.09,0.99
2095,1,2009.0,9,0.88,0.05,0.0,0.07,0.99
2096,17,2008.0,3,0.52,0.28,0.0,0.19,0.99
2097,7,2000.0,9,0.3,0.23,0.38,0.08,0.99
2098,6,2008.0,6,0.73,0.15,0.0,0.11,0.99
2099,1,2007.0,10,0.38,0.5,0.0,0.11,0.99
2100,1,2009.0,1,0.23,0.65,0.0,0.11,0.99
2101,19,2005.0,2,0.76,0.2,0.0,0.03,0.99
2102,15,2012.0,8,0.0,0.8,0.0,0.18,0.99
2103,15,2008.0,4,0.02,0.88,0.0,0.08,0.99
2104,4,2006.0,3,0.85,0.05,0.0,0.08,0.98
2105,17,2008.0,1,0.02,0.53,0.19,0.25,0.98
2106,15,2012.0,7,0.21,0.62,0.0,0.14,0.98
2107,1,2010.0,4,0.49,0.26,0.16,0.08,0.98
2108,5,2013.0,6,0.72,0.19,0.0,0.07,0.98
2109,9,2005.0,6,0.5,0.19,0.28,0.02,0.98
2110,6,2010.0,3,0.36,0.46,0.0,0.17,0.98
2111,2,1993.0,5,0.62,0.13,0.21,0.02,0.98
2112,12,1998.0,3,0.94,0.04,0.0,0.01,0.98
2113,16,2006.4064433147546,7,0.91,0.06,0.0,0.01,0.98
2114,7,2006.4064433147546,4,0.29,0.23,0.38,0.08,0.98
2115,4,2010.0,4,0.56,0.1,0.27,0.05,0.98
2116,6,2014.0,4,0.42,0.38,0.0,0.17,0.98
2117,6,2011.0,3,0.24,0.54,0.01,0.18,0.98
2118,6,2012.0,7,0.38,0.39,0.06,0.15,0.98
2119,5,2014.0,7,0.45,0.44,0.0,0.08,0.98
2120,15,2005.0,9,0.0,0.92,0.0,0.05,0.98
2121,6,2013.0,9,0.34,0.41,0.06,0.18,0.98
2122,6,2013.0,9,0.03,0.43,0.51,0.01,0.98
2123,5,2015.0,1,0.82,0.05,0.0,0.1,0.98
2124,7,2009.0,1,0.88,0.0,0.0,0.1,0.98
2125,5,2009.0,9,0.62,0.27,0.0,0.09,0.98
2126,4,2006.0,8,0.09,0.02,0.86,0.01,0.98
2127,11,2015.0,4,0.37,0.32,0.15,0.14,0.97
2128,6,2007.0,1,0.89,0.01,0.0,0.08,0.97
2129,1,2008.0,2,0.5,0.37,0.0,0.1,0.97
2130,14,2005.0,1,0.73,0.21,0.0,0.03,0.97
2131,15,2012.0,4,0.4,0.44,0.0,0.13,0.97
2132,5,2009.0,1,0.88,0.02,0.0,0.08,0.97
2133,9,2003.0,12,0.49,0.18,0.29,0.01,0.97
2134,6,2006.4064433147546,9,0.15,0.14,0.63,0.05,0.97
2135,5,2011.0,9,0.53,0.35,0.0,0.1,0.97
2136,1,2010.0,1,0.56,0.33,0.0,0.08,0.97
2137,7,2003.0,1,0.47,0.37,0.0,0.12,0.97
2138,7,2007.0,9,0.78,0.03,0.03,0.13,0.97
2139,5,2015.0,1,0.77,0.1,0.0,0.1,0.97
2140,14,2004.0,1,0.33,0.6,0.0,0.04,0.97
2141,1,2012.0,9,0.52,0.37,0.0,0.08,0.97
2142,8,1992.0,4,0.0,0.0,0.97,0.0,0.97
2143,16,1981.0,2,0.9,0.05,0.0,0.01,0.97
2144,19,2006.0,9,0.75,0.19,0.0,0.03,0.97
2145,6,2006.4064433147546,9,0.36,0.45,0.0,0.16,0.97
2146,23,2013.0,4,0.21,0.31,0.28,0.16,0.97
2147,13,2000.0,7,0.54,0.37,0.0,0.06,0.97
2148,4,2005.0,8,0.82,0.07,0.0,0.07,0.96
2149,7,2002.0,4,0.38,0.25,0.26,0.07,0.96
2150,13,1999.0,6,0.54,0.36,0.0,0.06,0.96
2151,6,2012.0,9,0.5,0.28,0.04,0.14,0.96
2152,13,1999.0,8,0.0,0.0,0.9,0.06,0.96
2153,4,2011.0,6,0.72,0.17,0.0,0.07,0.96
2154,1,2012.0,4,0.0,0.0,0.96,0.0,0.96
2155,4,2011.0,9,0.37,0.49,0.0,0.1,0.96
2156,17,2006.0,11,0.3,0.44,0.0,0.22,0.96
2157,12,1996.0,10,0.72,0.22,0.0,0.02,0.96
2158,2,1986.0,7,0.32,0.06,0.57,0.01,0.96
2159,5,2008.0,2,0.54,0.33,0.0,0.09,0.96
2160,6,2010.0,7,0.29,0.34,0.2,0.13,0.96
2161,7,2000.0,1,0.47,0.37,0.0,0.12,0.96
2162,10,2012.0,4,0.0,0.0,0.96,0.0,0.96
2163,4,2008.0,1,0.3,0.54,0.0,0.11,0.96
2164,6,2012.0,7,0.41,0.33,0.09,0.12,0.96
2165,4,2006.0,9,0.39,0.0,0.53,0.03,0.96
2166,7,2002.0,2,0.36,0.28,0.22,0.09,0.96
2167,14,2002.0,10,0.77,0.15,0.0,0.04,0.96
2168,15,2011.0,9,0.25,0.56,0.0,0.15,0.96
2169,10,2011.0,8,0.4,0.36,0.13,0.07,0.96
2170,6,2013.0,10,0.32,0.33,0.15,0.15,0.96
2171,5,2015.0,9,0.47,0.4,0.0,0.08,0.95
2172,14,2004.0,1,0.88,0.04,0.0,0.04,0.95
2173,7,2006.4064433147546,6,0.47,0.36,0.0,0.12,0.95
2174,7,2004.0,6,0.8,0.03,0.0,0.13,0.95
2175,7,2005.0,9,0.36,0.45,0.0,0.14,0.95
2176,19,2003.0,2,0.74,0.19,0.0,0.03,0.95
2177,5,2014.0,4,0.57,0.3,0.0,0.08,0.95
2178,4,2008.0,9,0.65,0.22,0.0,0.09,0.95
2179,6,2008.0,6,0.27,0.51,0.0,0.17,0.95
2180,1,2011.0,3,0.46,0.39,0.0,0.1,0.95
2181,13,1996.0,4,0.26,0.17,0.46,0.06,0.95
2182,7,2000.0,12,0.27,0.21,0.41,0.07,0.95
2183,9,2003.0,6,0.68,0.25,0.0,0.02,0.95
2184,13,1999.0,1,0.53,0.36,0.0,0.06,0.95
2185,6,2009.0,9,0.54,0.28,0.0,0.13,0.95
2186,6,2011.0,9,0.39,0.4,0.0,0.16,0.95
2187,1,2009.0,6,0.41,0.43,0.0,0.1,0.95
2188,11,2015.0,7,0.35,0.41,0.05,0.15,0.95
2189,6,2008.0,10,0.51,0.31,0.01,0.13,0.95
2190,5,2010.0,7,0.62,0.24,0.0,0.08,0.95
2191,1,2009.0,1,0.7,0.17,0.0,0.08,0.95
2192,5,2014.0,9,0.48,0.38,0.0,0.08,0.95
2193,1,2011.0,6,0.24,0.43,0.18,0.09,0.95
2194,7,2004.0,7,0.79,0.03,0.0,0.13,0.94
2195,6,2011.0,9,0.27,0.5,0.0,0.17,0.94
2196,7,2003.0,3,0.01,0.71,0.01,0.21,0.94
2197,10,2011.0,7,0.48,0.27,0.13,0.07,0.94
2198,19,2004.0,2,0.73,0.19,0.0,0.03,0.94
2199,5,2013.0,6,0.69,0.17,0.0,0.08,0.94
2200,13,1996.0,6,0.52,0.36,0.0,0.06,0.94
2201,1,2006.0,3,0.83,0.04,0.0,0.07,0.94
2202,15,2012.0,9,0.28,0.53,0.0,0.13,0.94
2203,7,2003.0,9,0.46,0.36,0.0,0.12,0.94
2204,10,2012.0,1,0.26,0.29,0.33,0.05,0.94
2205,5,2012.0,9,0.48,0.36,0.02,0.08,0.94
2206,5,2009.0,9,0.51,0.26,0.09,0.08,0.94
2207,7,2005.0,7,0.78,0.03,0.0,0.13,0.94
2208,14,2005.0,1,0.7,0.2,0.0,0.03,0.94
2209,13,1999.0,4,0.1,0.07,0.71,0.06,0.94
2210,5,2009.0,1,0.87,0.0,0.0,0.07,0.94
2211,13,1999.0,1,0.52,0.35,0.0,0.06,0.94
2212,20,2016.0,9,0.48,0.3,0.08,0.08,0.94
2213,7,2006.0,9,0.75,0.03,0.04,0.12,0.94
2214,14,2003.0,9,0.57,0.33,0.0,0.04,0.94
2215,17,2008.0,4,0.19,0.06,0.63,0.05,0.94
2216,7,2003.0,1,0.46,0.36,0.0,0.12,0.94
2217,7,2006.0,1,0.78,0.03,0.0,0.13,0.94
2218,7,2002.0,1,0.46,0.36,0.0,0.12,0.93
2219,5,2009.0,7,0.36,0.45,0.02,0.1,0.93
2220,1,2010.0,1,0.78,0.09,0.0,0.06,0.93
2221,6,2009.0,6,0.16,0.58,0.0,0.2,0.93
2222,9,2005.0,6,0.67,0.25,0.0,0.02,0.93
2223,14,2002.0,1,0.59,0.3,0.0,0.04,0.93
2224,15,2012.0,7,0.42,0.41,0.0,0.11,0.93
2225,1,2009.0,1,0.29,0.52,0.02,0.11,0.93
2226,6,2008.0,4,0.33,0.16,0.36,0.08,0.93
2227,6,2012.0,1,0.35,0.42,0.02,0.14,0.93
2228,1,2008.0,3,0.5,0.32,0.02,0.1,0.93
2229,6,2015.0,9,0.34,0.44,0.0,0.15,0.93
2230,4,2007.0,8,0.85,0.01,0.0,0.07,0.93
2231,9,2004.0,3,0.67,0.25,0.0,0.02,0.93
2232,16,1981.0,9,0.87,0.05,0.0,0.01,0.93
2233,2,1991.0,2,0.51,0.09,0.32,0.01,0.93
2234,2,1987.0,2,0.45,0.06,0.42,0.0,0.93
2235,12,1999.0,2,0.71,0.2,0.0,0.01,0.93
2236,9,2003.0,9,0.67,0.25,0.0,0.02,0.93
2237,7,2007.0,1,0.77,0.03,0.0,0.13,0.93
2238,5,2014.0,9,0.54,0.31,0.0,0.08,0.93
2239,19,2006.0,3,0.72,0.19,0.0,0.03,0.93
2240,6,2008.0,7,0.44,0.34,0.0,0.15,0.93
2241,4,2010.0,4,0.0,0.0,0.93,0.0,0.93
2242,20,2016.0,10,0.47,0.22,0.16,0.07,0.93
2243,13,1999.0,3,0.52,0.35,0.0,0.06,0.93
2244,7,2003.0,9,0.45,0.35,0.0,0.12,0.92
2245,7,2001.0,8,0.45,0.35,0.0,0.12,0.92
2246,5,2006.0,4,0.3,0.33,0.21,0.08,0.92
2247,13,2000.0,9,0.51,0.35,0.0,0.06,0.92
2248,5,2010.0,1,0.86,0.0,0.0,0.06,0.92
2249,13,1997.0,1,0.51,0.35,0.0,0.06,0.92
2250,5,2012.0,1,0.17,0.65,0.0,0.1,0.92
2251,6,2010.0,1,0.52,0.28,0.0,0.12,0.92
2252,17,2006.0,9,0.55,0.21,0.0,0.16,0.92
2253,5,2008.0,10,0.58,0.26,0.0,0.08,0.92
2254,5,2010.0,9,0.63,0.2,0.02,0.07,0.92
2255,5,2011.0,6,0.87,0.0,0.0,0.05,0.92
2256,13,1996.0,1,0.51,0.35,0.0,0.06,0.92
2257,1,2008.0,9,0.5,0.32,0.0,0.09,0.92
2258,12,1999.0,10,0.63,0.27,0.0,0.02,0.92
2259,2,1985.0,2,0.39,0.09,0.43,0.01,0.92
2260,15,2008.0,11,0.01,0.83,0.0,0.08,0.92
2261,10,2013.0,11,0.16,0.2,0.53,0.03,0.92
2262,5,2013.0,7,0.51,0.33,0.01,0.08,0.92
2263,11,2014.0,9,0.37,0.39,0.0,0.15,0.92
2264,6,2011.0,9,0.25,0.14,0.46,0.06,0.92
2265,6,2014.0,9,0.26,0.39,0.12,0.14,0.92
2266,6,2012.0,1,0.86,0.0,0.0,0.06,0.92
2267,19,2006.0,3,0.71,0.18,0.0,0.03,0.92
2268,7,2003.0,3,0.45,0.35,0.0,0.12,0.92
2269,13,1996.0,10,0.12,0.08,0.66,0.06,0.92
2270,5,2007.0,4,0.45,0.27,0.11,0.09,0.92
2271,11,2015.0,1,0.67,0.08,0.0,0.17,0.92
2272,6,2009.0,7,0.23,0.46,0.05,0.17,0.92
2273,6,2011.0,7,0.32,0.4,0.04,0.15,0.91
2274,1,2007.0,1,0.85,0.0,0.0,0.07,0.91
2275,7,2002.0,1,0.45,0.35,0.0,0.12,0.91
2276,6,2009.0,9,0.32,0.43,0.0,0.16,0.91
2277,10,2012.0,9,0.41,0.17,0.29,0.05,0.91
2278,5,2008.0,12,0.58,0.24,0.01,0.09,0.91
2279,7,2002.0,1,0.45,0.35,0.0,0.12,0.91
2280,7,2003.0,3,0.35,0.27,0.21,0.09,0.91
2281,6,2009.0,9,0.47,0.3,0.0,0.13,0.91
2282,13,2000.0,3,0.02,0.8,0.02,0.07,0.91
2283,12,1998.0,2,0.72,0.17,0.0,0.01,0.91
2284,6,2009.0,3,0.52,0.26,0.0,0.12,0.91
2285,5,2015.0,11,0.46,0.38,0.0,0.08,0.91
2286,14,2006.4064433147546,6,0.77,0.11,0.0,0.04,0.91
2287,5,2009.0,4,0.68,0.15,0.0,0.08,0.91
2288,4,2008.0,7,0.57,0.26,0.0,0.08,0.91
2289,8,1994.0,8,0.0,0.0,0.91,0.0,0.91
2290,14,2004.0,6,0.61,0.26,0.0,0.04,0.91
2291,6,2009.0,6,0.42,0.34,0.0,0.14,0.91
2292,18,2014.0,4,0.55,0.28,0.0,0.07,0.91
2293,6,2007.0,9,0.38,0.37,0.0,0.15,0.91
2294,7,2002.0,1,0.44,0.35,0.0,0.12,0.9
2295,1,2006.4064433147546,6,0.13,0.0,0.77,0.01,0.9
2296,8,1996.0,3,0.0,0.0,0.9,0.0,0.9
2297,7,2004.0,1,0.44,0.35,0.0,0.12,0.9
2298,6,2011.0,7,0.66,0.12,0.04,0.08,0.9
2299,7,2005.0,3,0.75,0.03,0.0,0.12,0.9
2300,6,2008.0,6,0.28,0.48,0.0,0.14,0.9
2301,1,2008.0,1,0.38,0.29,0.15,0.08,0.9
2302,13,1995.0,3,0.5,0.34,0.0,0.06,0.9
2303,4,2008.0,5,0.3,0.49,0.0,0.1,0.9
2304,6,2013.0,7,0.26,0.43,0.03,0.18,0.9
2305,13,1999.0,9,0.5,0.34,0.0,0.06,0.9
2306,7,2006.0,1,0.17,0.13,0.55,0.05,0.9
2307,14,2003.0,2,0.41,0.43,0.01,0.05,0.9
2308,17,2009.0,7,0.27,0.36,0.05,0.22,0.9
